10,0.0
10,0.0
10,0.0
12,0.0
12,0.0
12,0.0
14,0.01
14,0.0
14,0.01
16,0.01
16,0.02
16,0.0
18,0.01
18,0.03
18,0.01
20,0.06
20,0.04
20,0.01
22,0.07
22,0.14
22,0.05
24,0.2
24,0.08
24,0.11
26,0.14
26,0.75
26,0.08
28,0.48
28,0.35
28,0.18
30,4.71
30,2.55
30,0.25
32,3.87
32,0.29
32,3.96
34,591.79
34,1.79
34,19.85
36,519.24
36,85.46
36,8.78
38,128.95
38,594.79
38,93.65
40,305.81
40,364.02
40,113.65
42,80.33
42,149.73
42,593.17
44,598.62
44,598.57
44,596.04
46,597.71
46,594.93
46,598.52
48,598.62
48,594.31
48,598.38
50,598.52
50,595.14
50,598.58
